pmid,ref_list
2527495,"['2944981', '2937055', '2530587', '3160805', '2530579', '2530580', '1833184', '2947968', '2324686', '8026467', '3097640', '2983318', '3081898', '2349230', '1500859', '2522498']"
1996324,"['2007186', '1708096', '1557373', '2000405', '1652056', '2788279', '2147515', '8026467', '2352954', '2522498', '6434689', '7683423', '3499611', '2530580', '3127525', '6231642', '2983318', '3160805', '2007858', '1402672', '1549560', '3098894', '2947968', '1500859', '3099287', '2944981', '6412230', '3116145', '2530579', '3081898', '6092510', '3920341', '2530587', '2937055', '2349230', '3005464', '6092512', '2989411', '3099289']"
2147515,"['2983318', '2788279', '6434689', '6231642', '2522498', '2007186', '8026467', '2947968', '1996324', '2352954', '3127525', '3499611', '3098894', '1500859', '1402672', '6412230', '3081898', '2007858', '3160805', '2000405', '3005464', '2989411', '1549560', '1557373', '3116145', '2944981', '6092510', '2349230', '3099289', '6090574', '3263468', '2324686', '3097640', '2467293', '3921650', '3031195', '3920341', '1698909', '6304712', '2937055', '3031660', '3500258', '2784485']"
3099287,"['2007186', '3856875', '2983318', '3031660', '6090574', '3081898', '3098894', '6092510', '3097640', '1996324', '3110786', '2530587', '3108887']"
2000405,"['1557373', '2007186', '1996324', '2352954', '7683423', '1652056', '8026467', '2522498', '3499611', '2788279', '2147515', '1402672', '1549560', '2983318', '6434689', '3127525', '1500859', '6231642', '2467293', '3098894', '3116145', '2007858', '3031195']"
2155425,"['1402672', '2352954', '8026467', '7831294', '1500859', '1549560', '2296573', '1698909', '1557373', '1973832', '2784485', '2467293', '2007186', '3031195', '2947968', '2937055', '2530587', '2007858', '2307934', '3116145', '2530580', '3263468', '2522498', '1833184', '2832509', '3098894', '3097640', '2788279', '3499611', '3160805', '2324686', '2989411', '2349230', '3127525']"
2138330,"['3932579', '187714', '6434688']"
2249656,"['3098894', '3097640', '2352954', '2007186', '3031660', '3081898', '3086875', '1500859', '3116145', '3031195', '6090574']"
2784485,"['1402672', '8026467', '2155425', '3098894', '1500859', '2352954', '3108887', '2007858', '2522498', '2788279', '1557373', '7831294', '6090574', '2296573', '2983318', '1698909', '2007186', '3160805', '2944981', '3127525', '2467293', '2349230', '3099289', '2947968', '3263468', '3081898', '2324686', '1549560', '2530579', '2530587', '3005464', '2307934', '3920341', '3031660', '6434689', '3097640', '3159820', '6231642', '3110786', '2937055', '2147515']"
3031660,"['6090574', '3098894', '2983318', '3108887', '3081898', '3099289', '3086875', '3110786', '3097640', '1500859', '6092510', '3160805', '3031195', '3263468', '3116145', '2937055', '1402672', '2944981', '2467293', '2352954', '3099287', '2324686', '2007186', '8026467', '1698909', '2530579', '2989411', '2947968', '2249656', '6231642', '3005464', '2530587', '2349230', '6434689', '6092512', '2784485', '2530580', '2147515', '6192435', '2832509']"
3116145,"['3263468', '2832509', '3031195', '3116143', '1500859', '2352954', '3086875', '1698909', '2007186', '3098894', '2467293', '3097640', '2983318', '6090574', '2947968', '1402672', '3108887', '3081898', '8026467', '2944981', '3031660', '3160805', '2296573', '2937055', '3005464', '2307934', '2155425', '6231642', '3099289', '2147515', '2989411', '6434689', '2530579', '3500258', '2324686', '3127525', '3499611', '1996324', '2530587', '2349230', '1549560', '2000405', '2007858', '2249656', '2788279', '1557373', '3110786']"
3263468,"['3116145', '2832509', '3086875', '1698909', '3081898', '3098894', '3031195', '3097640', '2007186', '3108887', '8026467', '2983318', '2944981', '1500859', '6090574', '3005464', '2296573', '3031660', '3116143', '1402672', '2352954', '2989411', '2467293', '2307934', '6231642', '3160805', '2530587', '2947968', '3099289', '2155425', '3110786', '2784485', '3127525', '3921650', '2147515', '7683423', '2530579', '6434689', '3500258', '2324686', '2522498', '1833184']"
2007186,"['1996324', '2352954', '2000405', '1500859', '3031195', '3116145', '2467293', '8026467', '1396555', '3263468', '1402672', '3098894', '3097640', '7683423', '1557373', '6231642', '2947968', '3081898', '2983318', '1549560', '2832509', '2530587', '3499611', '2989411', '3086875', '2147515', '1698909', '2155425', '2788279', '3099287', '3127525', '2937055', '2007858', '6434689', '3160805', '3108887', '2522498', '3005464', '2307934', '6090574', '1833184', '2530579', '3099289', '3116143', '2324686', '3031660', '2530580', '2784485', '2349230', '6304712', '2296573', '2944981', '2249656', '3856875', '1652056', '6412230', '3500258', '3110786', '3921650', '6092510', '2997718', '2470087', '7964471']"
3098894,"['6090574', '3031660', '2983318', '3108887', '3081898', '3099289', '1500859', '3097640', '3086875', '3110786', '3116145', '3263468', '1402672', '2352954', '3031195', '2007186', '6092510', '2944981', '2989411', '8026467', '3160805', '1698909', '3005464', '2467293', '2530587', '2307934', '2784485', '6434689', '2324686', '2530579', '6231642', '2947968', '2832509', '2937055', '2349230', '2249656', '3127525', '2147515', '2788279', '2530580', '3921650', '2522498', '2007858', '1833184', '6412230', '6092512', '3500258', '3116143', '2296573', '3099287', '2866223', '1996324', '1557373', '2155425', '3499611', '6192435', '2000405', '7683423', '2470087', '3086480', '6304712', '1549560']"
3116143,"['3116145', '2352954', '1500859', '2467293', '3031195', '3263468', '3108887', '2832509', '3086875', '2007186', '3098894', '2296573', '1402672', '2983318', '6090574', '2947968']"
1698909,"['1500859', '2832509', '3263468', '3116145', '1402672', '2155425', '8026467', '3098894', '7831294', '2352954', '2007186', '2983318', '3031195', '1557373', '6090574', '6434689', '2784485', '3031660', '3160805', '2944981', '2522498', '1549560', '2788279', '2007858', '2467293', '3081898', '2296573', '3005464', '3127525', '2989411', '2349230', '2947968', '2530579', '3097640', '3108887', '6231642', '2324686', '2937055', '3099289', '2147515']"
2296573,"['2155425', '3108887', '1402672', '3263468', '8026467', '2352954', '1500859', '3116145', '3110786', '1557373', '2784485', '7831294', '3098894', '2007186', '3116143', '3086875', '1698909', '3099289', '3097640']"
2352954,"['1500859', '1402672', '2155425', '2467293', '3031195', '2007186', '8026467', '3116145', '2947968', '3098894', '1549560', '3499611', '3116143', '2530579', '2937055', '2983318', '1557373', '2788279', '3081898', '7831294', '2522498', '2000405', '6434689', '3160805', '6090574', '1698909', '2007858', '2296573', '3127525', '2832509', '3263468', '2147515', '1996324', '2784485', '6231642', '3097640', '7683423', '2324686', '2307934', '3099289', '3086875', '3031660', '2989411', '6412230', '2349230', '2944981', '2249656', '1973832', '3108887', '2997718', '3266655', '2530580', '2530587', '2470087', '3005464', '1396555', '1535367', '2500661', '3500258', '1833184', '2965738', '2866223', '3921650', '1899373', '8046340', '3920341', '6092512', '6196430', '3110786', '6304712']"
2832509,"['3263468', '3116145', '1698909', '3086875', '3031195', '2007186', '1500859', '2352954', '2467293', '3098894', '3116143', '3097640', '3081898', '3108887', '6090574', '2155425', '1402672', '2944981', '2947968', '8026467', '2983318', '2989411', '3031660']"
2866223,"['3487610', '2788279', '3081898', '6434689', '2530579', '3098894', '3005464', '6806823', '3499611', '2530587', '3266655', '6778952', '2945204', '2352954', '3260035', '6192435', '3920341']"
2983318,"['6090574', '3098894', '3031660', '3099289', '3081898', '6092510', '3110786', '3108887', '1500859', '3116145', '6231642', '3097640', '2352954', '3263468', '6434689', '2147515', '8026467', '3031195', '3160805', '2007186', '2467293', '1402672', '3086875', '6412230', '3127525', '1698909', '2522498', '3005464', '2788279', '3499611', '2944981', '2989411', '3099287', '2947968', '1996324', '6092512', '2937055', '2324686', '2349230', '2784485', '2007858', '2530587', '2000405', '3921650', '2530579', '1557373', '1549560', '2307934', '3500258', '3086480', '3116143', '3920341', '2530580', '2527495', '2832509', '6304712', '7683423', '1833184']"
2989411,"['3097640', '2530587', '3098894', '3086875', '3081898', '6434689', '2007186', '6231642', '1500859', '2307934', '3108887', '3263468', '2983318', '6090574', '3005464', '3099289', '2352954', '2530579', '3499611', '3160805', '1833184', '1402672', '8026467', '2788279', '6304712', '3031195', '2324686', '2147515', '6092510', '3918306', '3031660', '3116145', '7683423', '1698909', '3921650', '2944981', '6092512', '2155425', '2522498', '6412230', '3127525', '1549560', '3110786', '2530580', '2947968', '2937055', '1996324', '2832509']"
3099289,"['3110786', '3098894', '3108887', '6090574', '2983318', '3031660', '6092510', '3081898', '2989411', '8026467', '2467293', '1500859', '6434689', '6231642', '2352954', '3160805', '2007186', '1402672', '3263468', '3116145', '6192435', '3031195', '2788279', '2530579', '2522498', '2784485', '6412230', '6092512', '2324686', '3086875', '2296573', '2937055', '2147515', '2349230', '3005464', '2947968', '3097640', '3127525', '2944981', '3499611', '1698909', '3921650', '2530587', '1996324']"
3108887,"['3110786', '3098894', '6090574', '3086875', '3099289', '3097640', '3081898', '3031660', '2983318', '2296573', '3263468', '3116145', '3031195', '1500859', '1402672', '3116143', '3005464', '2989411', '2007186', '2784485', '3160805', '2467293', '2352954', '2944981', '2307934', '6092510', '2832509', '2530579', '2530587', '2937055', '1698909', '6231642', '8026467', '2947968', '2324686', '3099287', '6434689']"
1708096,['1996324']
1652056,"['1557373', '1996324', '2000405', '2007186', '6434689', '3499611']"
1557373,"['2000405', '1652056', '1996324', '8026467', '1402672', '2155425', '2352954', '2007186', '1500859', '1549560', '2522498', '2788279', '7831294', '2296573', '6434689', '2530580', '1698909', '2784485', '2007858', '3127525', '7683423', '2147515', '3098894', '3499611', '2983318', '6231642', '3160805', '3110786', '2467293', '2944981', '3116145', '2947968', '2349230']"
1396555,"['2007186', '2555171', '3014035', '2990915', '3876930', '7683423', '3484823', '1549560', '2147944', '2352954', '2467293', '6196430', '3327687', '6096477', '3031195']"
3005464,"['3081898', '3031195', '3098894', '3263468', '2944981', '3097640', '3108887', '2983318', '1402672', '2007186', '2989411', '3116145', '1500859', '3160805', '6090574', '8026467', '3086875', '6434689', '6231642', '2352954', '2947968', '2147515', '2530587', '2530579', '2866223', '2324686', '2788279', '3127525', '2522498', '1698909', '3099289', '3031660', '6412230', '2937055', '3499611', '2784485', '7683423', '1996324', '2007858', '2307934']"
3879814,"['3549960', '3924592', '7683423']"
2501514,[]
2169613,"['2147944', '1833184', '2307934']"
3081898,"['3097640', '3005464', '3031195', '6090574', '3098894', '3086875', '3108887', '2983318', '3263468', '3031660', '2944981', '1500859', '2530587', '2989411', '6231642', '3160805', '3116145', '2007186', '2352954', '2530579', '1402672', '6434689', '3099289', '2937055', '2947968', '2530580', '1833184', '3110786', '2866223', '2307934', '3499611', '2147515', '3099287', '3494245', '2324686', '2832509', '8026467', '2788279', '6412230', '2522498', '1698909', '2784485', '2467293', '6304712', '6092510', '2249656', '7964471', '1996324', '7683423', '6092512', '2527495']"
3086875,"['3097640', '3108887', '3263468', '3081898', '6090574', '3098894', '3116145', '3031660', '2989411', '1500859', '2832509', '3031195', '2983318', '2007186', '2530587', '1402672', '3160805', '2352954', '3116143', '2944981', '3005464', '2530579', '2307934', '2296573', '2467293', '2324686', '3099289', '2937055', '2249656', '6434689', '6231642', '3110786', '3494245']"
6434688,"['7831294', '6411853', '3932579', '2939170', '1500859', '2492664', '2138330', '6816896', '3083415', '1988951']"
3110786,"['3108887', '3099289', '3098894', '6090574', '2983318', '3031660', '6092510', '2296573', '3081898', '2467293', '1500859', '6434689', '3263468', '6092512', '6231642', '6192435', '2007186', '3099287', '3258352', '3031195', '1402672', '2788279', '3097640', '2522498', '1557373', '3086875', '2989411', '8026467', '2784485', '2352954', '3116145']"
3097640,"['3086875', '3081898', '3098894', '3108887', '2530587', '3263468', '2989411', '6090574', '3031660', '3116145', '1500859', '3031195', '2007186', '2983318', '6231642', '3160805', '2944981', '3005464', '1833184', '1402672', '2307934', '2530579', '2530580', '2937055', '2352954', '6304712', '2249656', '2324686', '3494245', '2947968', '2832509', '6434689', '7683423', '7964471', '8026467', '2155425', '3099287', '3499611', '2467293', '2527495', '1698909', '3099289', '2147515', '3110786', '2296573', '2784485']"
3294335,"['3088206', '3874257', '1092798', '3470759', '3549960', '2358782', '822115', '6600267', '2945204', '3262873', '1565622', '1092799', '8350062', '6609363', '1346335']"
1973832,"['2155425', '2038316', '2352954', '3259318', '1549560', '1500859', '2467293', '3117530', '2307934', '1402672', '2997718', '8026467']"
2007858,"['2522498', '2788279', '3127525', '8026467', '2324686', '2947968', '1899373', '1990288', '2349230', '7699333', '2944981', '3499611', '3160805', '2937055', '8315381', '1402672', '3920341', '2352954', '2787384', '1500859', '2530579', '6083565', '2007186', '2965738', '2530587', '2155425', '7964471', '6434689', '2307934', '1833184', '2470087', '2784485', '6092510', '2530580', '3098894', '7831294', '6231642', '1549560', '2147515', '2983318', '1557373', '3501121', '1996324', '8415665', '2467293', '1698909', '3031195', '3116145', '2332734', '2000405', '3005464', '6412230']"
2850164,"['1988951', '3359997', '3097644']"
2349230,"['8026467', '2788279', '3160805', '2007858', '2307934', '2522498', '2324686', '2937055', '2947968', '2944981', '1402672', '3127525', '3098894', '1500859', '2352954', '2530580', '2983318', '2530579', '2007186', '2784485', '2147515', '2530587', '1698909', '3099289', '6090574', '7699333', '3116145', '6083565', '1833184', '3031660', '2155425', '7831294', '6231642', '1996324', '6434689', '7964471', '1549560', '2527495', '1557373']"
1988951,"['2850164', '3260035', '2492664', '6411853', '3130629', '6816896', '3359997', '6434688']"
2162479,"['6425835', '3259318']"
3496420,"['2522500', '2970635']"
2521388,"['2971756', '2968607', '6571733', '3481263']"
2500661,"['1824857', '8046341', '1535367', '8046340', '1608941', '2970635', '1905338', '8245775', '1824858', '2463632', '2884272', '2109035', '2572671', '2033373', '3266655', '2467293', '3501368', '2352954', '3031195', '2997718', '3500264']"
1990288,"['2788279', '2522498', '2324686', '2007858', '8315381', '1899373', '7699333', '2787384', '7681470', '2530579', '7964471', '2408044', '2332734', '8026467', '8415665', '3088206']"
1905338,"['2500661', '8046341', '1824857', '1608941', '3500264', '7027264', '8046340', '8245775', '1535367', '1824858', '8100269']"
3137575,"['2501791', '6425835', '3259318', '6791163', '3104900']"
2408044,"['2945204', '1565622', '3260035', '8315381', '3470759', '3874257', '1990288', '3088206', '7681470', '2141629']"
1825810,[]
1346335,"['8350062', '7681470', '2784210', '1991449', '2787384', '2584932', '2463161', '3500258', '8315381', '2430794', '3501371', '3260035', '2141629', '2501791', '6092512', '6438633', '2332734', '1906177', '1722338', '2114976', '6124578', '3874257', '3117530', '3123216', '6778952', '3487610', '6791163', '6806823', '2530579', '2945204', '2358782', '3294335', '3470759', '1827140', '6434689', '2463165']"
1371359,['1711568']
2141628,"['2572671', '8046341', '8046340', '1824857', '1986381', '2033373', '1535367', '1608941', '8245775', '1824858', '2463632', '2109035']"
6983558,[]
3490534,[]
2528147,[]
3485174,"['2303036', '6609363', '6600267', '3264786', '3874257', '6432933', '7681470']"
3495433,"['3098893', '3090545', '3873071', '3496417', '3494245', '3086481', '3932582']"
6195289,"['6156984', '6788882', '88050', '6166718', '6165796']"
6127371,"['2896758', '2474759']"
3487610,"['2429321', '2463632', '2884272', '3259318', '2866223', '3921826', '3470759', '6778952', '2153073', '6806823', '6086308', '1986381', '2997718', '3266655', '3083415', '2109035', '2848920', '3030728', '2522500', '8046340', '1346335', '2970635', '6512493']"
3921650,"['6434689', '2944981', '2788279', '3500258', '3098894', '6412230', '6231642', '2307934', '3127525', '3920341', '2983318', '3086480', '2522498', '6092510', '3263468', '8026467', '2989411', '3499611', '2007186', '6092512', '2147515', '1500859', '2352954', '2530579', '3099289']"
2884272,"['3487610', '2997718', '2500661', '1535367', '8046340', '3489234', '2463632', '2153073', '2970635', '2522500', '1824857', '3772297']"
3500264,"['2936864', '1905338', '2500661', '8046341']"
3108443,"['3500258', '3127525']"
3871945,[]
6801183,['2645579']
3086480,"['3500258', '6434689', '6156984', '3921650', '6200564', '3499611', '2983318', '6412230', '2788279', '3098894', '3127525']"
6234599,"['3919143', '6093124', '2950524', '2417941']"
3919143,"['6234599', '6093124']"
3092224,"['6602985', '6093124', '2950524', '6231642']"
4874971,[]
5821728,[]
4921277,[]
1180890,"['136963', '4517681']"
4517681,['1180890']
656075,"['6752952', '6996673']"
6091101,"['6270680', '6270681']"
3548401,[]
2884319,[]
2891780,[]
7016112,"['6418142', '7052059', '4214106', '6351851', '4423492', '6419725', '7011318', '6089749', '3481263', '6349615', '2409961', '2930455', '486090']"
6349615,"['2825659', '486089', '7011318', '6151393', '6418142', '6089749', '486090', '2529850', '7016112', '2137335', '6419725', '6349616', '4423492']"
6190172,"['7052059', '2409961', '7031658', '6149747', '2998348', '1065904', '6419725']"
6349616,"['6151393', '486089', '486090', '6349615']"
6418142,"['6351851', '6089749', '7016112', '6419725', '3481263', '3539105', '3548708', '2998348', '6349615', '6151393', '6149747', '2409961', '2930455']"
6149747,"['2998348', '6190172', '7052059', '2409961', '3481263', '3548708', '6419725', '6418142', '6351851', '7031658', '3546102']"
3890837,"['2409961', '3539105']"
2409961,"['2998348', '6419725', '7052059', '6190172', '3481263', '6149747', '6351851', '6418142', '3539105', '3890837', '3546102', '7016112', '2865952']"
2998348,"['2409961', '6149747', '2439065', '6190172', '6419725', '3481263', '7052059', '6418142', '6351851', '2930455', '3546102']"
1065904,['6190172']
6083565,"['2530587', '2944981', '2947968', '3160805', '2007858', '1833184', '2937055', '3918306', '8026467', '2530579', '2307934', '2643102', '3024129', '2530580', '2349230', '2470087', '2522498']"
3918306,"['3925454', '6322187', '2823259', '3024129', '6440142', '2530587', '2643102', '6083565', '2430794', '2989411', '2307934', '2788279', '2555171', '3327687', '6434689', '3680385', '2564851', '1833184', '2965006']"
3022280,['3034589']
3034589,"['3022280', '3036487', '3691478', '6438631', '3396541', '6330526']"
3876930,"['3014035', '2990915', '2555171', '3484823', '1396555', '2147944', '3925454', '2453060', '2823259']"
3891903,['1977320']
1977320,"['1699424', '3891903']"
1699424,"['1977320', '2413764', '1988221', '6337231', '6371025', '6365376']"
1988221,['1699424']
6371025,['1699424']
6365376,"['6752952', '1740657', '6337231', '1699424']"
6337231,"['6752952', '1699424', '6365376', '2413764']"
6752952,"['6337231', '6365376', '656075', '4464842']"
2413764,"['1699424', '1740657', '6337231']"
2469765,[]
2584932,"['2787384', '1991449', '1346335', '3258354', '7681470']"
3096716,"['6086308', '2831291', '6791163', '2113468', '3470759', '2463165']"
2839148,"['2529850', '2930455', '2137335', '2822007', '486090', '2173907', '486089', '2825659', '2139778']"
2930455,"['2529850', '2137335', '2822007', '2173907', '2839148', '2139778', '6351851', '2825659', '6151393', '3481263', '6418142', '2998348', '7016112']"
2529850,"['2137335', '2930455', '2173907', '2822007', '2839148', '2825659', '2139778', '486089', '2880714', '6349615', '3461472', '2865952']"
2139778,"['2137335', '2930455', '7011318', '2529850', '2865952', '6135417', '2839148']"
7041888,"['4214106', '962853']"
6324207,[]
6089749,"['6418142', '6351851', '6419725', '3481263', '6349615', '7016112', '6151393']"
3548708,"['6149747', '6418142', '3481263', '6419725', '6127070', '6118137', '6351851']"
14915950,['14915949']
14071512,"['14071509', '6405384', '6304712', '2981766']"
14222816,['5859025']
14042126,[]
5915319,[]
13941333,"['14468626', '14468625']"
14468625,"['14468626', '13941333']"
14468626,"['14468625', '13941333']"
6254001,['370833']
370832,"['370833', '6117826']"
370833,"['370832', '6117826', '6254001']"
386282,[]
6933438,[]
6117826,"['370833', '370832']"
6401795,[]
6445398,['6966320']
6966320,['6445398']
6265934,"['6270680', '6405384', '6304712']"
6270681,"['6166718', '6316339', '6091101']"
6172538,"['6180121', '3031612', '3936022', '3030728', '3095795', '6096124', '3102227']"
6174677,[]
6180121,"['6172538', '2413157']"
16927957,"['2416378', '16277606', '3488550', '2470460', '1797334', '1884106']"
16277606,"['16927957', '3488550', '2416378']"
3488550,"['16927957', '2416378', '16277606', '2379036', '2470460', '1797334']"
8019746,['3491698']
11532965,"['7969144', '9891084']"
8170966,"['1565658', '10385247', '9484853', '8380639', '2043924', '1664765', '10073743']"
10385247,"['1565658', '8170966', '9484853', '1664765']"
9484853,"['2043924', '8380639', '8170966', '10073743', '2538194', '3607360', '3955301', '3370393', '1675143', '1565658', '1422590', '2538191', '10385247', '2538180', '2933110', '1664765', '3207999', '2553192', '2541857', '3814920']"
7679023,"['7921621', '1719549', '1653072', '1664765', '2158835']"
6958342,"['2416378', '2470460', '1884106', '1797334']"
14392240,"['14392241', '13940786', '13967257', '13971679']"
6172582,"['1380374', '6180162', '2436702', '6182939', '8564234', '2470460', '2379036']"
6132387,['284371']
2043924,"['2538194', '3607360', '3955301', '1675143', '2538191', '3370393', '9484853', '3814920', '1422590', '2969267', '10073743', '8380639', '3207999', '2538180', '2553192', '2933110', '7357206', '3159458', '2541857', '8590984', '184872', '2850055', '8170966', '28807', '3814917', '2937503', '2169944', '4451759', '1653072', '1565658', '3978321', '2207493']"
411921,"['119042', '7153937']"
926021,['6180162']
5049809,"['4844137', '5780549', '5573439', '5780550', '5116036', '6376712']"
2850055,"['2538194', '2538184', '2538191', '2933110', '1675143', '3955301', '3607360', '1422590', '2158369', '7357206', '2043924', '3370393', '2541857', '2553192', '184872', '2158835', '497528']"
2158369,"['1675143', '2169944', '2541857', '2850055', '2538191', '2933110', '8590984', '3955301']"
2538191,"['2538194', '2538180', '3955301', '2850055', '2043924', '3607360', '1675143', '2169944', '1422590', '2538184', '8590984', '3370393', '2553192', '184872', '2158369', '3814920', '2933110', '2541857', '2937503', '7679026', '9484853', '3159458', '4451759', '8380639', '7357206', '2969267', '28807', '1653072', '6271321', '2158835', '3207999']"
2538194,"['2538191', '3955301', '2043924', '2538180', '2850055', '1422590', '3607360', '1675143', '3370393', '2933110', '184872', '2541857', '2538184', '9484853', '8380639', '2553192', '7357206', '10073743', '3814920', '4451759', '6271321', '2937503', '3159458', '2969267', '3207999', '2169944']"
2538184,"['2850055', '2937503', '2158835', '2538191', '2538194', '2758221', '1653072', '2522333', '1675143', '7153937', '1849764', '3978321', '6271321']"
1653072,"['2158835', '7921621', '1664765', '2937503', '7679023', '8564234', '2207493', '3370393', '2758221', '2538184', '1675143', '3955301', '2043924', '2538191']"
2158835,"['1653072', '7921621', '8564234', '1664765', '2538184', '2937503', '7679023', '2207493', '2850055', '2538191', '2758221']"
1675143,"['2522333', '8590984', '2158369', '2043924', '2850055', '2538191', '3955301', '2933110', '7357206', '2538194', '3207999', '3607360', '2169944', '497528', '1422590', '9484853', '28807', '10073743', '8380639', '3370393', '2538184', '7679026', '1653072', '2969267', '2538180']"
2758221,"['1849764', '7153937', '2522333', '3978321', '2937503', '1653072', '667498', '4155973', '2538184', '6478112', '3370393', '1422590', '2158835']"
1797334,"['2416378', '2470460', '1884106', '7606344', '16927957', '3488550', '6958342']"
8719796,"['7780655', '1327382', '8564234', '8382735']"
7606344,['1797334']
8564234,"['2158835', '1653072', '7921621', '8719796', '6172582', '1380374']"
7437756,[]
9770522,['9221759']
359747,"['568163', '3491698']"
9767415,['3491698']
7969144,"['9891084', '8707852', '9819381', '11532965', '9700169', '8622664']"
10673502,"['9480987', '8622664', '9819381']"
9356439,[]
9447965,"['8707852', '9700169', '7813420', '9819381']"
9819381,"['8707852', '7969144', '10673502', '9447965', '9480987', '8622664']"
9891084,"['7969144', '11532965']"
6289955,"['6322891', '184872']"
1664765,"['1653072', '2158835', '7921621', '7679023', '1327382', '8170966', '10385247', '9484853']"
1565658,"['8170966', '10385247', '8380639', '9484853', '2043924', '1351684']"
1327382,"['7780655', '8719796', '8382735', '1664765']"
8380639,"['9484853', '2043924', '1565658', '10073743', '3607360', '2538194', '8170966', '1422590', '3955301', '3207999', '3370393', '2541857', '1675143', '2538191']"
8382735,"['7780655', '8719796', '1327382']"
7679026,"['1380374', '2169944', '2538191', '1653074', '1675143', '6180162', '8590984']"
1719549,"['7679023', '6184468']"
8383563,"['2167737', '1664768']"
8590984,"['1675143', '2538191', '2169944', '3207999', '2043924', '2969267', '2207493', '2522333', '2158369', '2541857', '7679026']"
1665729,[]
6180162,"['6172582', '926021', '7679026']"
6184468,"['2464382', '6182939', '4128659', '4116105', '6251201', '4120351', '1719549']"
6267608,[]
6933488,[]
13130789,['13130790']
14392241,"['14392240', '13940786', '13967257', '13971679']"
268651,"['331325', '272670']"
284371,['6132387']
6987667,[]
6100842,[]
119042,['411921']
2919186,[]
13651579,[]
5573439,"['5116036', '5780549', '5049809', '5780550', '4844137']"
5116036,"['5573439', '4844137', '5780549', '5049809', '4155973', '5780550']"
26908,[]
6802362,[]
7086442,[]
6249436,['6252996']
2553192,"['2538191', '2043924', '2541857', '2538194', '2850055', '9484853']"
2969267,"['3814920', '2043924', '3814917', '3955301', '3370393', '28807', '8590984', '3159458', '3607360', '2538194', '2538191', '1675143', '2933110', '3676601']"
7357206,"['497528', '28807', '3159458', '3955301', '1675143', '2933110', '2850055', '2043924', '184872', '2538194', '3607360', '6271321', '3370393', '1422590', '2538191', '3814917', '4451759', '3814920']"
3978321,"['7153937', '2758221', '6478112', '2522333', '1849764', '3607360', '3159458', '3955301', '3370393', '2538184', '6271321', '2043924']"
2933110,"['3955301', '2850055', '3607360', '1675143', '2538194', '1422590', '184872', '7357206', '2943354', '2043924', '3370393', '3801784', '2538191', '2538180', '2158369', '9484853', '2541857', '6271321', '497528', '2969267']"
2937503,"['2538184', '1653072', '3370393', '2758221', '2207493', '3955301', '2158835', '2538191', '2538194', '3607360', '6478112', '2043924', '1422590', '2538180']"
3814920,"['2969267', '2043924', '3814917', '3676601', '3955301', '2538191', '3370393', '3607360', '2538194', '2538180', '3159458', '4451759', '184872', '1422590', '3755366', '9484853', '7357206']"
184872,"['6271321', '3955301', '3607360', '2538194', '2933110', '2538191', '4451759', '2538180', '7357206', '3370393', '2043924', '1422590', '2943354', '1276530', '3159458', '3801784', '6289955', '3814920', '2850055', '6478112']"
497528,"['7357206', '28807', '3159458', '3955301', '1675143', '2933110', '2850055']"
3207999,"['1675143', '2043924', '8590984', '8380639', '2541857', '2538194', '9484853', '2538191']"
2541857,"['2158369', '3607360', '2538194', '2169944', '2553192', '2043924', '2538191', '3955301', '2538180', '8380639', '3370393', '1422590', '3207999', '2850055', '2933110', '8590984', '9484853']"
3955301,"['2538194', '2538191', '2933110', '3607360', '2538180', '2043924', '7357206', '3370393', '1422590', '2850055', '28807', '1675143', '4451759', '184872', '3159458', '3814917', '6271321', '3814920', '497528', '9484853', '2937503', '2541857', '2969267', '8380639', '2943354', '2158369', '3801784', '10073743', '1653072', '2169944', '5780550', '2207493', '3978321', '3676601']"
3607360,"['1422590', '3955301', '2538180', '2043924', '2538194', '3801784', '3370393', '2850055', '2538191', '2933110', '2541857', '184872', '1675143', '4451759', '8380639', '9484853', '2943354', '3814920', '7357206', '3159458', '3978321', '2937503', '10073743', '2969267', '6271321']"
2522333,"['1675143', '7153937', '1849764', '2758221', '3978321', '6478112', '2538184', '8590984']"
6199494,[]
2866004,"['497522', '2866002', '2415197', '6897522', '2866003', '2415196']"
7153937,"['6478112', '1849764', '2522333', '2758221', '3978321', '667498', '411921', '2538184']"
667498,"['7153937', '2758221', '6478112', '4155973']"
3370393,"['2207493', '3955301', '2043924', '2937503', '3607360', '1422590', '2538194', '2538191', '1653072', '2933110', '3814920', '184872', '9484853', '2538180', '2850055', '2969267', '8380639', '4451759', '2541857', '1675143', '3159458', '2169944', '2758221', '302726', '3814917', '7357206', '1276530', '3978321', '28807', '3801784', '6271321']"
3259257,['3491698']
2316620,[]
2416378,"['2470460', '1884106', '1797334', '16927957', '6958342', '3488550', '16277606']"
1884106,"['2416378', '2470460', '1797334', '6958342', '16927957']"
2470460,"['2416378', '1884106', '1797334', '2464382', '16927957', '6958342', '2436702', '6182939', '6172582', '3488550', '1380374']"
2464382,"['6182939', '6184468', '2470460', '6192237', '6251201', '2436702']"
7780655,"['8719796', '1327382', '8382735']"
2436702,"['1380374', '6172582', '6182939', '2470460', '2464382']"
7921621,"['1653072', '2158835', '7679023', '1664765', '8564234']"
9146885,"['3179616', '1380374']"
10073743,"['2043924', '9484853', '8380639', '2538194', '1675143', '3607360', '3955301', '1422590', '8170966']"
