pmid,ref_list
361692,"['361693', '299457', '379866', '350851', '361694', '789339', '331321', '5288365', '6987649', '791929', '16592748']"
791929,"['350851', '789339', '361693', '379866', '331321', '361692']"
789339,"['791929', '350851', '5288365', '361693', '379866', '299457', '6987649', '361692', '331321', '1093171']"
4926684,['4926690']
1093171,"['789339', '350851']"
1107307,"['4895215', '14047235', '4598002', '14047236', '4928006', '4555412', '4555414', '4867745', '4558662', '4552226', '4591486', '4891262']"
967694,['4372397']
4336693,"['1097424', '4914069', '4555406', '4604640', '4604597']"
16592373,[]
4598005,[]
13731717,['13731716']
13894677,"['13952722', '14124314', '13939962', '13702406']"
13939962,"['13987374', '14124314', '19867218', '14074387', '13952722', '13894677']"
13987374,"['13939962', '19867218', '14124314', '13952722', '14074387']"
14074387,"['14077507', '13939962', '14173001', '13987374']"
14077507,"['14074387', '14173001']"
14124314,"['13939962', '13894677', '13987374', '13702406', '13952722']"
4875809,"['5237898', '4196248']"
5764338,"['4912520', '4919748', '4901361', '4919751', '4919749']"
4919748,"['4919749', '4943172', '4107814', '5764338', '4901355', '4559594', '4919751', '4901361']"
4350343,"['4924969', '4555406', '4894690', '4576230']"
4196248,"['4982358', '4945199', '5237898', '4875809', '4572720', '4599623', '4929855']"
4209515,[]
4587255,['4587256']
4712575,[]
14329463,"['5781577', '14329449', '5646623', '4598290', '5646621', '4583247', '1061089', '125745', '4717511', '4275652']"
125745,['14329463']
809424,['4420778']
1059152,"['1092669', '4576014', '4559594', '1092668', '4901355', '4107814']"
1091625,"['4587613', '1080132', '1094466']"
4215796,['4199105']
4351810,[]
1092652,[]
1092667,"['1097422', '1092668']"
1092668,"['1092669', '1097422', '1059152', '1092667']"
1092669,"['1092668', '1093180', '1097422', '1054851', '1059152', '1103150']"
1097422,"['1092668', '1092667', '1092669']"
1103150,"['318651', '1080132', '1092669']"
1107317,[]
4572720,"['4896350', '101520', '4196248', '4945199', '4929855']"
4576014,"['4559594', '4598290', '4943172', '4901355', '4583247', '1059152', '4591486']"
4587613,"['1091625', '4605004']"
4420778,"['4717517', '809424', '4919751']"
4515610,['4515925']
4527812,['4515925']
4632321,[]
4896350,"['4572720', '5808311']"
5547996,['5547997']
6016896,"['5646621', '14276123']"
5237898,"['4875809', '4196248', '4345849', '4591486', '4559594']"
770450,"['4528605', '770449', '4338582', '364484']"
770430,"['4576230', '4555406', '318646']"
318646,"['318651', '770430']"
1093168,"['1054851', '1088825', '1108010']"
1088825,"['4606851', '1054851', '1093168', '4528605', '364484', '770449']"
770449,"['364484', '770450', '4528605', '4939760', '1088825', '4869215']"
4570607,[]
4927673,"['4558662', '4562404']"
4887520,['4887519']
1100606,['1100605']
172901,['174079']
1060106,[]
4214778,[]
4583233,['4901361']
1091928,"['4601583', '4601821', '4555406']"
1080132,"['4616941', '1091625', '1103150', '4598290']"
16659522,['4156359']
4604640,"['4604597', '1097424', '4914069', '1090576', '4336693', '318651', '4860908', '4604639']"
4604597,"['4604640', '1090576', '1097424', '4914069', '4336693']"
4601583,"['4601821', '1091928', '4551145', '4560697', '1097424', '1090576', '4914069', '4612523']"
4555406,"['4350343', '4924969', '4894690', '4576230', '4336693', '770430', '4560697', '4550672', '1091928']"
1090576,"['4604597', '4604640', '1097424', '4601583']"
1097424,"['4604640', '4914069', '4604597', '4336693', '1105581', '4601583', '1090576', '4601821']"
4601821,"['4601583', '1091928', '1097424', '4598290', '4914069']"
4372397,['967694']
4867745,"['4895215', '1099076', '4891262', '4338582', '4928006', '14047235', '1107307', '4552226', '4590486']"
4901355,"['4559594', '4943172', '4919748', '4919749', '4107814', '4576014', '1059152', '4583247']"
4583254,"['4860908', '4604639', '4627928', '4591955', '4994599']"
4590480,['4583247']
299457,"['361693', '361692', '379866', '361694', '1090602', '789339', '350851', '6987649', '5288365', '331321']"
1090571,[]
1097416,[]
1099077,['1099076']
4630612,"['4717511', '4559594', '4975369']"
1099076,"['1099077', '4867745', '4550819', '4562404']"
1093180,['1092669']
4612523,"['4598290', '4601583']"
4628744,['1090570']
4982358,['4196248']
1061089,"['14329463', '4598290']"
4345849,"['5237898', '4583247']"
4599123,[]
4929865,"['4555414', '4555413']"
5327904,['4934061']
5337773,[]
5541530,"['4942762', '4572708', '14127571', '4898984']"
14047235,"['14047236', '14205619', '4928006', '4552226', '4895215', '1107307', '4891262', '4590486', '4558662', '4867745', '4591470', '4565418', '5322723']"
14273640,"['14273641', '14127571', '4612002', '4572708', '1089631']"
14273641,"['14273640', '14127571', '4550818']"
14273645,"['4550818', '4928006', '4552226', '4562404', '4895215']"
125264,['125265']
125265,"['125264', '4275310']"
1089631,"['4612002', '14127571', '4572708', '4945181', '4612003', '4572709', '14273640']"
1089634,"['4360543', '4345920']"
1089638,"['4599623', '4603161', '4975369']"
1090584,[]
1091627,[]
1091631,"['4565539', '4551983']"
1092645,[]
1092653,['4908671']
1092658,[]
1092671,[]
1094455,['4975369']
1094466,"['1101264', '1108010', '1091625', '4583237']"
1095565,[]
1097390,[]
1097392,[]
1097396,[]
1101264,"['1108010', '4918356', '1094466', '4942914', '4583237']"
1101266,[]
1108010,"['1101264', '1094466', '4918356', '1093168']"
4126826,"['4945181', '4590465']"
4153616,"['4942762', '4942764', '4898984', '4912521', '4939760', '4895848', '4570769', '4879237', '4572708']"
4167587,"['4860908', '4994599']"
4256722,['4273171']
4258796,['4895537']
4323297,"['4333375', '4897112', '4572721', '4552989']"
4323966,"['4919744', '4945181']"
4329731,[]
4333375,"['4323297', '4572721', '4897112', '4595202', '4552989']"
4345920,"['4347245', '4923076', '4884826', '1089634', '4360543']"
4347245,['4345920']
4352176,['4606553']
4359647,['4359648']
4359648,"['4359647', '4945191', '4580563', '4590465']"
4359651,[]
4364333,[]
4368323,['4559599']
4397929,[]
4399341,"['4399342', '4580559', '4939760', '4898984', '4895848']"
4550818,"['14273645', '14273641', '14047236', '379866']"
4551983,"['4565539', '1091631']"
4553849,"['4563969', '4605206']"
4555405,['4945181']
4559593,"['4564210', '4604726', '4600786']"
4559599,['4368323']
4559741,['4574696']
4560065,"['4869213', '4945194']"
4563969,"['4942764', '4553849', '4605206']"
4563986,[]
4564210,"['4559593', '4600786']"
4565531,"['4919746', '4939766', '4576403', '4928016']"
4565539,"['4551983', '1091631']"
4273171,['4256722']
4275310,['125265']
4570768,"['4570769', '4942762']"
4570769,"['4570768', '4942762', '4153616']"
4572708,"['4572709', '14127571', '1089631', '4612002', '5541530', '14273640', '4945181', '4942762', '4153616']"
4572709,"['4572708', '1089631']"
4572721,"['4333375', '4897112', '4323297', '4595202', '4552989']"
4574689,"['4869213', '4945194']"
4574693,"['4591961', '4945192']"
4574696,"['4583203', '4559741', '4590465']"
4576403,['4565531']
4577747,[]
4579870,[]
4580559,"['4399342', '4399341', '4939760']"
4580563,"['4945191', '4359648']"
4580569,"['4945192', '4934061']"
4583203,['4574696']
4583237,"['4600786', '1094466', '1101264']"
4587605,"['4604763', '4590465']"
4552989,"['4595202', '4897112', '4333375', '4323297', '4572721']"
4590465,"['4604763', '4945181', '4587605', '4612002', '14127571', '4919744', '4359648', '4574696', '4126826']"
4590473,[]
4590485,['4590486']
4590486,"['4590485', '14047235', '4928006', '4565418', '4552226', '4867745']"
4591481,['4869213']
4591943,[]
4591955,['4583254']
4591961,['4574693']
4595202,"['4552989', '4897112', '4333375', '4572721']"
4597451,[]
4597453,"['4565418', '4552226']"
4599623,"['1089638', '4603161', '4975369', '4940379', '4576230', '4196248', '4605206']"
4603161,"['4599623', '4942764', '1089638', '4576230']"
4604144,[]
4604508,[]
4604639,"['4860908', '4583254', '4994599', '4604640']"
4604726,['4559593']
4604763,"['4587605', '4590465']"
4605206,"['4942764', '4553849', '4599623', '4563969']"
4606553,['4352176']
4612002,"['14127571', '4612003', '4945181', '1089631', '4572708', '4608700', '14273640', '4590465']"
4612003,"['4608700', '4612002', '1089631']"
4616943,[]
4616954,['4937782']
4627928,"['4583254', '4860908']"
4860908,"['4167587', '4994599', '4583254', '4604639', '4627928', '4604640']"
4869213,"['4560065', '4869214', '4591481', '4945194', '4574689']"
4869215,"['4895848', '4942762', '4898984', '770449', '4939760']"
4884826,['4345920']
4887519,['4887520']
4895537,"['4258796', '4937784']"
4895848,"['4869215', '4942764', '4939760', '4942762', '4399341', '4153616']"
4897112,"['4552989', '4595202', '4323297', '4333375', '4572721']"
4898984,"['4399342', '4399341', '4939760', '4942762', '4153616', '4869215', '5541530']"
4608700,"['4612003', '4612002']"
4608710,[]
4902384,['4934061']
4908671,['1092653']
4912521,"['4153616', '4942762']"
4918356,"['4942914', '1101264', '4930242', '1108010']"
4919744,"['4323966', '4590465']"
4919746,"['4565531', '4939766', '4928016']"
4923076,['4345920']
4926690,['4926684']
4930242,['4918356']
4934061,"['5327904', '4580569', '4902384']"
4934065,[]
4937784,['4895537']
4939760,"['4399342', '4399341', '4898984', '4895848', '770449', '4153616', '4580559', '4869215']"
4939766,"['4928016', '4565531', '4919746']"
4942756,[]
4942760,[]
4942762,"['4153616', '4570768', '4570769', '5541530', '4895848', '4898984', '4942764', '4869215', '4912521', '4572708']"
4942764,"['4153616', '4895848', '4603161', '4563969', '4605206', '4942762']"
4942914,"['4918356', '1101264']"
4945181,"['14127571', '4612002', '4590465', '1089631', '4555405', '4126826', '4572708', '4323966']"
4945191,"['4580563', '4359648']"
4945192,"['4580569', '4574693']"
4945194,"['4869213', '4574689', '4560065']"
4928016,"['4939766', '4919746', '4565531']"
4994599,"['4860908', '4167587', '4604639', '4583254']"
4338582,"['770450', '4867745', '4528605', '4587254']"
14292991,[]
4587600,"['4895215', '4558662']"
4565418,"['4555414', '4598002', '4928006', '4552226', '4555412', '4590486', '14047235', '4597453', '4555413']"
4598307,['4551145']
4598002,"['4555414', '4565418', '1107307', '4555412', '4552226', '4895215', '4558662', '4555413']"
4551145,"['4601583', '4598307']"
4556462,"['4558662', '4562404', '4550819']"
4555414,"['4555412', '4565418', '4598002', '4555413', '4929865', '1107307']"
4555413,"['4555414', '4929865', '4555412', '4598002', '4565418']"
4555412,"['4555414', '4565418', '4598002', '1107307', '4555413']"
4869214,"['4869213', '4550819']"
4342813,[]
4550819,"['4869214', '4562404', '1099076', '4895215', '4556462']"
4552226,"['4928006', '4895215', '14047235', '4565418', '4598002', '4558662', '4898993', '14273645', '4590486', '14047236', '4867745', '4597453', '1107307']"
4553837,"['4891262', '4928006', '5322723', '4940379']"
4558662,"['4895215', '14047236', '4927673', '14047235', '4552226', '1107307', '4107814', '4587600', '4556462', '4598002', '4591470']"
4560697,"['4601583', '4550672', '4555406']"
4562404,"['4550819', '4927673', '14273645', '4556462', '1099076']"
4591470,"['4895215', '14047235', '4928006', '4558662']"
4591486,"['4275652', '4928006', '4895215', '5237898', '4576014', '1107307']"
14205619,"['14047236', '14047235', '5322723', '4891262']"
14047236,"['14047235', '14205619', '5322723', '4558662', '4895215', '1107307', '4928006', '4891262', '4552226', '4550818']"
14127571,"['14273640', '4612002', '4945181', '1089631', '4572708', '14273641', '5541530', '4590465']"
5322723,"['4874304', '14047236', '4275652', '14205619', '14047235', '4553837']"
4874304,"['5322723', '4275652']"
4874307,['4898993']
4891262,"['4553837', '14047235', '4867745', '14047236', '4895215', '14205619', '4928006', '1107307']"
4895215,"['4928006', '4558662', '4552226', '4867745', '14047235', '1107307', '4591470', '14047236', '4107814', '4898993', '4598002', '4591486', '4587600', '4550819', '4891262', '14273645']"
4898993,"['4874307', '4552226', '4895215']"
4926680,[]
4940379,"['4599623', '4553837']"
4928006,"['4552226', '4895215', '14047235', '4565418', '14047236', '1107307', '4867745', '4591486', '4590486', '14273645', '4591470', '4553837', '4891262']"
13731716,['13731717']
13702406,"['13952722', '14124314', '13894677']"
13952722,"['19867218', '13894677', '13987374', '13939962', '13702406', '14124314']"
19867218,"['13987374', '13952722', '13939962']"
4924969,"['4894690', '4350343', '4555406', '4576230']"
4975368,['4975369']
4975369,"['4975368', '4599623', '1094455', '4630612', '1089638']"
4945199,"['4196248', '1105581', '4572720']"
4879237,['4153616']
4907879,['4907880']
4907880,['4907879']
4587254,['4338582']
4587256,['4587255']
5271748,[]
14329449,"['5646623', '14329463', '5781577']"
5646621,"['5781577', '6016896', '14329463', '4343823']"
14276126,['14276123']
4275652,"['4874304', '5322723', '4591486', '14329463', '4598290']"
4343823,"['5646621', '5781577']"
4717511,"['4598290', '4630612', '4559594', '5781577', '14329463']"
5781577,"['14329463', '5646623', '5646621', '14329449', '4717511', '4343823', '4598290', '4583247']"
4811009,[]
4717517,['4420778']
1141201,[]
4605004,['4587613']
4728274,[]
4919751,"['5764338', '4420778', '4919748']"
1090570,"['4935326', '4628744']"
4991424,[]
4199105,['4215796']
4360543,"['4929867', '1089634', '4345920']"
4600786,"['4564210', '4559593', '4583237']"
4605383,[]
4929867,['4360543']
4583247,"['4935321', '4598290', '4590480', '14329463', '4576014', '4616941', '4579874', '4345849', '5781577', '4901355']"
4943172,"['4919749', '4919748', '4928015', '4559594', '4901355', '4576014', '4107814']"
4919749,"['4919748', '4943172', '4928015', '4901355', '5764338']"
4928015,"['4943172', '4919749']"
4616941,"['1080132', '4583247']"
4935326,"['1090570', '4107814']"
1092649,[]
4901361,"['5764338', '4583233', '4919748']"
4912520,['5764338']
4929855,"['4572720', '4196248']"
4107814,"['4919748', '4895215', '4901355', '4558662', '4935326', '4943172', '1059152']"
4550672,"['4560697', '4555406']"
4336696,[]
4914069,"['1097424', '4604640', '4336693', '4604597', '4601583', '4601821']"
4935321,"['4579874', '4583247']"
4579874,"['4935321', '4583247']"
4598290,"['4717511', '4612523', '4583247', '4576014', '14329463', '1105581', '4601821', '5781577', '1061089', '4559594', '4275652', '1080132']"
4576230,"['770430', '4555406', '4350343', '4894690', '4599623', '4603161', '4924969']"
4515925,"['4515610', '4527812']"
4336689,['4207756']
4207756,['4336689']
5646623,"['14329449', '5781577', '14329463']"
14273650,[]
5808311,['4896350']
5547997,['5547996']
14276123,"['6016896', '14276126']"
4528605,"['770450', '1088825', '4338582', '364484', '770449']"
1105581,"['1097424', '4598290', '4945199']"
1054851,"['1093168', '1088825', '1092669', '4606851']"
4606851,"['1088825', '1054851']"
1093137,[]
4399342,"['4399341', '4580559', '4898984', '4939760']"
4937782,['4616954']
7917691,"['8435243', '1772710', '141933', '1449925', '3964502']"
1772710,"['8435243', '7917691', '2803869', '141933', '3964502', '1449925', '3415873']"
8435243,"['1772710', '7917691', '3964502', '141933', '2803869', '1449925']"
2140044,['2803869']
1449925,"['7917691', '1772710', '141933', '8435243', '2803869']"
2803869,"['566107', '2337492', '1772710', '6704263', '3964502', '2144990', '6221744', '2967087', '3415873', '5462283', '6234908', '8435243', '131564', '141933', '1449925', '2140044', '6626399']"
2337492,"['2803869', '2144990', '3415873', '566107', '2967087', '141933']"
2144990,"['2803869', '2337492', '3415873', '3964502', '6221744', '6800388']"
3964502,"['8435243', '2803869', '6704263', '7917691', '1772710', '566107', '2144990', '6221744']"
3415873,"['2803869', '2337492', '2144990', '1772710']"
7470339,"['7459162', '566107', '7008815', '570052']"
7008815,"['7459162', '7470339']"
3258522,"['6626399', '6689924', '3756040', '570052', '7459162']"
6800388,"['2967087', '6221744', '2144990', '141933']"
6221744,"['2803869', '566107', '141933', '6704263', '3964502', '6800388', '2144990', '6234908']"
6107090,"['1191416', '6107091']"
2967087,"['566107', '2803869', '6234908', '6800388', '2337492', '141933']"
6626399,"['3258522', '6689924', '7459162', '3756040', '570052', '2803869']"
154912,[]
6704263,"['2803869', '3964502', '6221744']"
570052,"['7459162', '3258522', '6626399', '5462283', '566107', '6689924', '7470339']"
7459162,"['570052', '6626399', '3756040', '3258522', '6689924', '7470339', '7008815']"
1389714,[]
3756040,"['6689924', '3258522', '7459162', '6626399']"
722587,['102766']
6107091,"['6107090', '1191416']"
1191416,"['6107090', '6107091']"
6234908,"['6689920', '2967087', '2803869', '566107', '131564', '6651996', '6221744']"
141933,"['7917691', '566107', '1772710', '6221744', '8435243', '2337492', '1449925', '2803869', '6800388', '2967087']"
5557473,['5676929']
566107,"['2967087', '141933', '2803869', '6221744', '6234908', '2337492', '3964502', '131564', '570052', '7470339']"
2277353,[]
6107092,[]
6689924,"['3756040', '6626399', '3258522', '7459162', '570052']"
102766,['722587']
5071929,"['4541722', '4146462']"
5016979,"['5499793', '5499794']"
4146462,"['4541722', '5579645', '5122370', '5316144', '5071929']"
4386876,[]
5462283,"['131564', '14106120', '2803869', '570052']"
5165532,"['14106120', '4222988', '14324118']"
14324118,"['14106120', '4222988', '5165532']"
13851098,"['14106120', '4222988', '5676929', '13715381', '13961356']"
5676929,"['5557473', '13851098', '13961356']"
6651996,['6234908']
6689920,['6234908']
131564,"['5462283', '14106120', '4222988', '6234908', '566107', '2803869', '13715381']"
5919559,[]
5919560,[]
994035,"['5503869', '5503866', '5503873', '5579645']"
5316660,"['5503873', '5503866', '5503869']"
5499793,"['5016979', '5499794']"
5499794,"['5499793', '5016979']"
5501007,"['5501008', '5316144']"
5501008,"['5501007', '5316144']"
5503869,"['5503866', '5503873', '994035', '5316660']"
5503873,"['5503869', '5316660', '5503866', '994035', '5579645']"
5579645,"['5316144', '4146462', '994035', '5503873']"
5122370,['4146462']
5316144,"['5579645', '4146462', '5501008', '5501007']"
4541722,"['4146462', '5071929']"
5503866,"['5503869', '5503873', '994035', '5316660']"
14106120,"['4222988', '5165532', '14324118', '13851098', '13715381', '13961356', '131564', '5904221', '5462283']"
4291442,[]
5904221,['14106120']
6023963,[]
13772904,[]
13961356,"['14106120', '13851098', '4222988', '5676929', '13715381']"
13715381,"['14106120', '13851098', '4222988', '131564', '13961356']"
4222988,"['14106120', '5165532', '14324118', '13851098', '13715381', '13961356', '131564']"
5212354,[]
19871314,['13475611']
13641562,[]
14067904,"['19870979', '19871354', '13475611']"
5837777,"['5837778', '14459433', '14033865', '13754097']"
19869404,"['19869450', '19870855', '19870707', '19871491', '19869424', '19869425', '19869169', '19871355', '13463246', '19869100', '19870226', '19870979', '19870978']"
19870979,"['19871354', '19871355', '19870978', '19871581', '19871357', '13785271', '13475611', '14946330', '19871342', '14067904', '19870707', '19869424', '14946331', '19870855', '19869404']"
19869520,"['19869519', '19870978', '18881491', '19870855', '19871558', '19869648']"
13367334,"['14392237', '13575668', '13022851', '14459433']"
13463246,['19869404']
13463248,"['13598814', '14459433', '13754097', '13022851', '13824817', '19870148']"
13475611,"['14946331', '19870979', '13785271', '19871355', '19871354', '19871357', '18881491', '19870978', '19871314', '19870707', '14946330', '19869169', '19869432', '19869100', '19870855', '14067904']"
13710682,"['14367679', '13575674', '13710679', '19871486']"
13785271,"['19870979', '13475611', '19871355', '14042930', '19871354', '14946330', '18881491', '19870978', '19871357', '14946331']"
13959531,"['13824817', '14042930', '13022851', '13598814']"
14042930,"['13785271', '13959531', '13824817', '19869424', '14946330']"
19871581,"['19871354', '19870979', '14946330', '14946331', '19871355', '19870978', '19871342', '19871357', '19870855']"
5837778,"['5837777', '14033865', '14459433', '13754097']"
13754097,"['14459433', '13598814', '13022851', '13463248', '5837777', '5837778']"
14459433,"['13754097', '13598814', '13022851', '13463248', '5837778', '5837777', '14392237', '13367334', '19870148', '13824817']"
13942447,['13475222']
14033865,"['5837778', '5837777', '13149737', '13022851']"
14340043,['14340044']
19871479,['19871480']
19871480,"['19871479', '19871401', '19871084', '19871085', '19871402']"
19869059,"['19869057', '19869058']"
19869220,"['19869083', '19869084', '19869057', '19869169', '19869100', '19869058']"
19870621,['19870090']
19870978,"['19869519', '19870979', '19869520', '19871354', '19871357', '18881491', '19871355', '19870376', '19871581', '19871558', '19870377', '19869100', '13475611', '14946330', '13785271', '19870707', '19870855', '19869404']"
19870855,"['19869404', '19870707', '19869648', '19870226', '19869450', '19869424', '14946330', '19869100', '19869520', '19871491', '19871355', '19871032', '19869085', '19869058', '19870978', '19870979', '13475611', '19871581', '19870148', '19871558', '19869425']"
19869519,"['19869520', '19870978', '18881491', '19869011']"
13022850,"['13022851', '19871342', '13439111', '13598814']"
14392237,"['13367334', '14459433', '13022851', '13598814', '19869057']"
19870641,[]
19871342,"['19871354', '13022850', '18881491', '19870979', '19871581', '19871355', '14946330', '13022851']"
19871491,"['19869404', '19871486', '14367679', '19870707', '19870855', '19871487', '19871558', '19869100']"
13022851,"['13598814', '13022850', '14459433', '13754097', '13367334', '13463248', '14392237', '14033865', '13959531', '13824817', '19871342']"
14946331,"['14946330', '13475611', '19869432', '19871581', '19869100', '19870979', '19871355', '19871357', '13785271']"
14946330,"['14946331', '19871581', '19870855', '19870979', '19869424', '13785271', '19871355', '19870978', '13475611', '14042930', '19869450', '19871342', '19869058', '19870707']"
14367678,"['14367679', '13710681']"
14367679,"['13710682', '14367678', '13575674', '19871486', '19871491', '13710679', '13710681']"
13345771,[]
13575674,"['14367679', '13710679', '13710682']"
13710679,"['13575674', '13710682', '14367679']"
13710681,"['14367678', '13439111', '14367679']"
13575668,"['13367334', '19870386']"
13598814,"['13463248', '13754097', '13022851', '14459433', '13824817', '13022850', '14392237', '13475222', '13959531']"
13824817,"['13406175', '13959531', '13598814', '14042930', '13513575', '13463248', '13475222', '14459433', '13022851']"
19869424,"['19869425', '19869450', '19869404', '19869937', '19870855', '14946330', '19869100', '19870979', '19869057', '14042930', '19870707', '19869058', '19869449']"
19870362,['19870148']
19870148,"['14459433', '19870362', '13463248', '19870855']"
19871357,"['19870979', '19870978', '19871354', '19871355', '19871581', '13475611', '19870707', '13785271', '14946331']"
19871355,"['19870979', '19871354', '13475611', '19870707', '19871357', '19870978', '13785271', '19871581', '19871342', '14946330', '19870855', '19869404', '14946331', '19869169', '19869454']"
19871354,"['19870979', '19871581', '19871355', '19870978', '19871342', '19871357', '13475611', '13785271', '14067904']"
19871270,[]
19871558,"['19870978', '19869520', '19871491', '19870855']"
13426088,['13355867']
13475222,"['13942447', '13824817', '13598814']"
14340044,['14340043']
19871084,"['19871085', '19871401', '19871402', '19870999', '19870803', '19870854', '19870544', '19870432', '19871480', '19870335']"
19870999,"['19870803', '19870854', '19870432', '19870525', '19871084', '19870544', '19870729', '19871402', '19871385', '19870976', '19870543', '19869332', '19870740', '19871000', '19871401', '19871389', '19871085', '19870335', '19871138', '19870523']"
19870384,"['19870740', '19871000']"
19870854,"['19870803', '19870999', '19871402', '19870729', '19871084', '19871389', '19870525', '19870544', '19870543', '19870740', '19870432', '19871138', '19871385']"
19870803,"['19870999', '19870854', '19871402', '19870729', '19869332', '19871401', '19871084', '19871085', '19871385', '19870740', '19870432', '19871177', '19870525', '19870543', '19870335', '19870544', '19871389', '19871000', '19870932']"
19871402,"['19871401', '19870803', '19870854', '19871084', '19870999', '19871085', '19871385', '19871480']"
19871177,"['19871385', '19871389', '19870543', '19870740', '19871138', '19871000', '19870803']"
19871389,"['19870814', '19871138', '19870543', '19870976', '19870740', '19871016', '19870523', '19870932', '19870729', '19871177', '19871385', '19870464', '19871000', '19870999', '19870432', '19870854', '19870544', '19870967', '19871042', '19870803', '19870596', '19869620']"
19869011,['19869519']
19869058,"['19869057', '19869100', '19869059', '19870226', '19869424', '19870855', '19869220', '14946330', '19869862']"
19869084,"['19869083', '19869220', '19869169', '19870414', '19869454', '19869085', '19869586']"
19869083,"['19869084', '19869220', '19869169', '19869085', '19869586']"
19869057,"['19869058', '19869059', '19869085', '19870226', '19869220', '19869424', '14392237']"
19870090,['19870621']
19869937,['19869424']
19870377,"['19870376', '18881491', '19870978']"
19870707,"['19869404', '19871355', '19870855', '19870226', '19871491', '19870979', '19869454', '19869455', '13475611', '19871357', '19870978', '19869424', '19870414', '19869556', '19869169', '14946330', '19869450', '19870613']"
19870376,"['19870377', '18881491', '19870978']"
19869432,"['19869100', '14946331', '13475611']"
19871486,"['19871487', '19871491', '14367679', '13710682', '19870210']"
18881491,"['19870978', '19869520', '19870376', '19871342', '19869519', '19870377', '13785271', '13475611', '19871373', '19871093']"
15436932,['18143584']
18143584,['15436932']
14907964,['19870226']
13439111,"['13710681', '13022850']"
13439112,[]
13539305,['14824411']
13406175,"['13824817', '13513575']"
13513575,"['13824817', '13406175']"
19870326,[]
19870257,[]
19870210,['19871486']
19869425,"['19869424', '19869404', '19869450', '19870855']"
19869449,"['19869450', '19869424']"
19870890,"['19870943', '19871032', '19870861', '19870814']"
19870943,"['19871032', '19870890']"
19871032,"['19870943', '19870890', '19870855', '19869085', '19870836']"
13999018,['13999017']
13355867,['13426088']
13303984,['13303998']
13303998,"['16744547', '16744548', '13303984']"
19870544,"['19870432', '19870976', '19870543', '19870999', '19871385', '19871000', '19870525', '19871138', '19870740', '19871084', '19870854', '19871016', '19871389', '19870335', '19870803', '19870523', '19869332']"
19870543,"['19870976', '19871389', '19871000', '19870432', '19870740', '19871138', '19870544', '19870523', '19871385', '19870814', '19870999', '19871016', '19870525', '19871177', '19870803', '19870854', '19870729', '19870932', '19869332']"
19871085,"['19871084', '19871401', '19871402', '19870803', '19870999', '19871480']"
19871000,"['19870432', '19870543', '19870976', '19870525', '19870740', '19871138', '19870544', '19870523', '19870999', '19871389', '19871016', '19870932', '19871385', '19870814', '19871177', '19869072', '19870967', '19869332', '19870803', '19870384']"
19870432,"['19871000', '19870544', '19870543', '19870976', '19870999', '19869332', '19870525', '19871385', '19870523', '19870740', '19871389', '19870803', '19871084', '19870335', '19871138', '19870854', '19871016', '19868943']"
19870729,"['19870803', '19870999', '19870854', '19871389', '19871385', '19871138', '19870976', '19870543']"
19870976,"['19870543', '19871389', '19871385', '19871138', '19870432', '19871000', '19870544', '19870814', '19870740', '19870999', '19870525', '19870523', '19871016', '19870967', '19870729', '19870464', '19870932', '19869332']"
19870932,"['19871138', '19871016', '19870814', '19871389', '19871000', '19870523', '19870543', '19870976', '19870803']"
19869072,"['19869332', '19868943', '19870525', '19871000', '19868762', '19870335', '19870967']"
19870525,"['19870967', '19871000', '19870999', '19870523', '19870976', '19870432', '19870544', '19869072', '19870543', '19870854', '19870803', '19869332', '19870814', '19870740', '19871138']"
19870523,"['19870543', '19870525', '19871389', '19870976', '19870740', '19871000', '19870432', '19870814', '19871138', '19870932', '19871016', '19870999', '19871385', '19870544', '19871042']"
19870465,"['19870463', '19870464', '19870740']"
19870463,"['19870465', '19870464']"
19869620,"['19870598', '19871138', '19871389']"
19870740,"['19870543', '19869332', '19871389', '19871138', '19871016', '19870976', '19871000', '19870814', '19871385', '19870999', '19870523', '19870432', '19870544', '19870803', '19871177', '19870384', '19870464', '19870967', '19870854', '19870480', '19871042', '19870525', '19870465']"
19870335,"['19869332', '19868943', '19870999', '19868762', '19871084', '19870432', '19870544', '19869072', '19870803', '19868761']"
19871401,"['19871402', '19871085', '19871084', '19870803', '19870999', '19871480']"
19870596,"['19871138', '19871389']"
19870814,"['19871389', '19871138', '19870976', '19871016', '19870543', '19870967', '19870740', '19870932', '19871042', '19870523', '19870890', '19871000', '19870525', '19871385', '19870464']"
19871016,"['19871138', '19870932', '19870740', '19871389', '19870814', '19870543', '19870976', '19871000', '19870523', '19870544', '19870967', '19870432', '19871385']"
19871042,"['19870814', '19871138', '19871389', '19870740', '19870523']"
19871138,"['19870932', '19870814', '19871016', '19871389', '19870976', '19870543', '19870740', '19871000', '19871042', '19870544', '19870967', '19870596', '19870523', '19871177', '19871385', '19870729', '19870999', '19870432', '19869620', '19869332', '19870854', '19870525']"
16744547,"['16744548', '13303998']"
16744548,"['16744547', '13303998']"
19868830,['19868829']
19869085,"['19870226', '19869057', '19869586', '19869083', '19869084', '19870855', '19871032']"
19870145,[]
19869556,"['19869454', '19869648', '19870707']"
19870029,[]
19869455,"['19869454', '19869648', '19869100', '19870707']"
19869454,"['19869455', '19869100', '19869648', '19869862', '19869084', '19869169', '19870414', '19870707', '19869556', '19871355']"
